GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B08AA1970,B08AA1980,B08AA1990,B08AA2000,B08AA2010,B08AB1970,B08AB1980,B08AB1990,B08AB2000,B08AB2010,B08AC1970,B08AC1980,B08AC1990,B08AC2000,B08AC2010,B08AD1970,B08AD1980,B08AD1990,B08AD2000,B08AD2010,B08AE1970,B08AE1980,B08AE1990,B08AE2000,B08AE2010,B08AF1970,B08AF1980,B08AF1990,B08AF2000,B08AF2010,B08AG1970,B08AG1980,B08AG1990,B08AG2000,B08AG2010,B08AH1970,B08AH1980,B08AH1990,B08AH2000,B08AH2010,B08AI1970,B08AI1980,B08AI1990,B08AI2000,B08AI2010,B08AJ2000,B08AJ2010
"G1700970","Illinois","17","170","Lake County","097","0970",360083,395714,450666,516189,528204,19881,28412,34771,44741,49033,560,896,1150,1671,3241,452,655,1108,1493,1496,256,1101,1941,4854,8025,540,2531,4053,7036,10565,117,1036,1923,4089,7334,37,67,104,64,58,712,9960,20702,50842,76465,12929,18286
"G1700990","Illinois","17","170","LaSalle County","099","0990",110551,109997,103805,105896,106187,635,527,1153,1723,2186,64,124,203,176,280,27,39,54,70,55,0,28,57,74,144,5,40,64,90,169,2,17,46,69,56,7,0,5,7,8,118,1261,1526,2210,3175,1167,1646
"G1701010","Illinois","17","170","Lawrence County","101","1010",17334,17666,15759,15139,14696,171,79,151,118,1608,4,25,31,19,36,6,0,6,5,1,0,0,3,6,3,1,4,5,3,9,2,0,3,2,2,0,2,0,0,0,4,31,14,43,306,115,171
"G1701030","Illinois","17","170","Lee County","103","1030",36993,35349,32530,33422,32745,864,620,1222,1772,1735,23,66,81,37,71,7,6,5,9,10,3,18,18,36,32,6,16,33,36,70,2,12,20,19,28,2,8,3,1,1,47,233,480,373,806,340,528
"G1701050","Illinois","17","170","Livingston County","105","1050",39566,39118,36551,36629,35752,1008,1851,2115,2053,1915,6,13,59,66,66,22,4,17,10,10,2,18,21,27,34,6,14,27,28,50,7,9,10,14,11,0,0,1,2,0,73,354,500,523,612,319,498
"G1701070","Illinois","17","170","Logan County","107","1070",32816,30736,29223,28593,27008,577,824,1291,2045,2285,14,48,36,42,58,5,17,9,6,5,12,0,7,26,46,31,58,40,38,39,8,22,31,15,15,3,2,11,3,3,72,95,150,216,451,192,392
"G1701150","Illinois","17","170","Macon County","115","1150",114899,116703,102197,95760,87855,9879,13821,14135,16130,18027,64,230,149,181,209,48,64,125,66,26,16,42,65,108,156,22,27,72,122,166,21,142,67,84,84,10,0,1,7,11,51,346,395,662,1458,1558,2754
"G1701170","Illinois","17","170","Macoupin County","117","1170",44315,48752,47077,48034,46596,173,331,379,400,359,22,164,88,94,115,10,23,5,12,6,1,4,13,6,16,0,9,15,25,39,3,2,18,19,22,1,2,1,5,7,32,97,83,108,168,301,426
"G1701190","Illinois","17","170","Madison County","119","1190",237231,231056,230217,233645,237641,13053,14194,16136,18935,21235,219,631,666,638,634,83,85,152,119,128,55,149,279,315,437,63,188,175,225,332,31,174,243,272,340,17,0,50,29,48,182,1214,1320,1884,3475,2796,4959
"G1701210","Illinois","17","170","Marion County","121","1210",37505,41658,39647,39209,36734,1397,1441,1519,1598,1557,21,120,100,83,120,14,22,21,24,17,1,0,20,41,40,1,47,42,38,35,4,2,20,12,15,8,0,5,5,5,35,233,187,218,282,448,626
"G1701230","Illinois","17","170","Marshall County","123","1230",13289,14412,12752,12941,12271,5,11,17,46,44,3,21,28,22,21,2,17,5,5,3,0,0,6,12,8,0,12,9,8,10,1,0,1,3,5,0,0,0,0,0,2,6,28,38,154,97,119
"G1701250","Illinois","17","170","Mason County","125","1250",16134,19439,16180,15849,14382,7,0,8,19,54,4,23,27,40,36,5,10,7,4,4,0,0,1,0,3,0,5,3,2,11,7,2,9,6,8,1,0,0,0,0,3,13,34,36,33,80,135
"G1701270","Illinois","17","170","Massac County","127","1270",12916,14025,13804,14034,14033,949,920,870,831,904,9,17,37,29,59,3,0,1,5,3,0,0,0,2,12,9,12,11,4,8,2,11,5,12,7,0,0,0,0,0,1,5,24,66,83,176,316
"G1701090","Illinois","17","170","McDonough County","109","1090",36169,35941,32992,30568,29476,300,995,1254,1138,1642,11,49,57,41,75,12,40,77,114,42,39,102,125,133,145,0,14,33,42,61,17,76,265,150,96,3,0,3,1,0,102,250,438,388,466,330,600
"G1701110","Illinois","17","170","McHenry County","111","1110",111217,145968,178895,244240,278257,38,81,310,1523,3283,63,138,292,416,929,88,89,112,194,219,53,223,226,585,888,7,103,217,946,2215,21,103,191,447,674,1,10,7,19,27,67,1182,2991,8815,16927,2821,5200
"G1701130","Illinois","17","170","McLean County","113","1130",102014,112985,121057,134170,142940,2053,4808,5563,9305,12426,58,121,192,226,375,39,96,352,326,175,116,351,372,598,822,22,28,141,197,388,24,107,170,244,374,1,12,13,10,19,62,641,1320,3250,8046,2053,3938
"G1701290","Illinois","17","170","Menard County","129","1290",9642,11656,11101,12310,12383,36,0,9,48,76,3,26,28,27,31,0,0,1,0,2,0,0,0,4,5,0,0,0,6,15,0,10,4,6,2,0,0,2,0,0,4,8,19,34,53,49,136
"G1701310","Illinois","17","170","Mercer County","131","1310",17242,19162,17155,16680,16153,3,39,30,50,47,7,9,32,20,17,2,4,8,3,9,0,0,0,3,4,0,0,4,6,8,5,1,3,6,9,0,0,0,1,0,35,71,58,71,64,116,122
"G1701330","Illinois","17","170","Monroe County","133","1330",18812,19997,22262,27279,32287,4,18,13,14,69,3,66,53,50,62,3,0,4,5,5,1,15,5,17,31,1,6,10,12,22,0,6,18,31,27,2,0,0,0,0,5,9,57,72,174,137,272
"G1701350","Illinois","17","170","Montgomery County","135","1350",30172,31562,29956,29083,28632,54,53,559,1143,952,8,40,49,63,46,4,0,6,7,7,2,6,3,2,26,5,6,10,25,35,3,13,18,16,21,0,0,0,0,5,12,6,127,172,173,140,206
"G1701370","Illinois","17","170","Morgan County","137","1370",35060,36161,34561,33811,32321,1029,1123,1510,1961,2122,14,39,47,61,76,10,0,12,7,7,11,30,17,26,18,14,50,34,51,52,2,0,16,9,6,4,0,8,2,1,30,99,192,333,359,348,578
"G1701390","Illinois","17","170","Moultrie County","139","1390",13251,14456,13884,14131,14622,5,30,8,28,41,1,48,22,22,28,3,5,4,1,0,0,0,0,1,7,0,0,2,7,13,1,0,3,5,3,0,0,0,0,0,2,7,7,23,42,67,90
"G1701410","Illinois","17","170","Ogle County","141","1410",42752,45536,44895,48659,49867,23,55,66,224,483,16,124,86,114,101,19,23,14,17,14,4,14,6,19,26,0,30,30,49,42,3,2,18,35,41,4,0,3,6,4,46,554,839,1358,2153,542,757
"G1701430","Illinois","17","170","Peoria County","143","1430",179694,176095,154298,145602,138800,14862,21365,24892,29532,33030,123,326,306,385,507,116,153,163,110,125,111,300,499,660,1182,85,272,208,316,476,37,210,247,234,357,18,8,19,16,31,272,1737,2195,3446,6638,3062,5264
"G1701450","Illinois","17","170","Perry County","145","1450",19353,21226,20901,20681,19656,381,416,399,1851,1866,2,36,26,45,54,3,0,8,5,6,0,2,0,8,8,0,2,5,9,18,1,0,13,11,9,2,0,2,2,3,15,32,58,289,416,183,313
"G1701470","Illinois","17","170","Piatt County","147","1470",15493,16489,15508,16173,16393,3,8,8,39,58,2,23,16,12,26,4,18,6,2,0,0,0,1,2,13,1,15,2,6,13,2,0,2,3,8,0,18,0,2,4,4,10,5,31,53,93,157
"G1701490","Illinois","17","170","Pike County","149","1490",19158,18814,17499,16929,15928,6,12,8,260,275,6,29,24,29,26,6,8,4,1,3,0,0,0,8,1,0,3,3,5,17,1,0,1,2,0,3,2,1,1,1,5,28,37,50,63,98,116
"G1701510","Illinois","17","170","Pope County","151","1510",3622,4217,4072,4117,4098,207,179,266,166,269,2,6,15,34,29,1,0,2,2,3,0,0,0,1,0,1,2,1,3,0,0,0,1,2,2,0,0,0,0,1,24,0,16,24,29,63,39
"G1701530","Illinois","17","170","Pulaski County","153","1530",5734,5854,5032,4888,3965,2979,2931,2466,2278,1994,10,41,8,10,26,2,0,0,1,1,2,0,0,37,1,0,3,4,5,7,0,0,0,1,0,0,0,0,0,3,14,11,13,44,45,84,119
"G1701550","Illinois","17","170","Putnam County","155","1550",4996,6059,5616,5941,5803,2,18,9,38,32,5,4,7,15,6,0,0,2,2,0,0,0,0,1,1,0,0,3,6,5,1,0,1,4,4,0,0,0,0,0,3,4,92,41,86,32,69
"G1701570","Illinois","17","170","Randolph County","157","1570",29934,33096,31532,30068,29318,1401,2265,2852,3147,3263,23,53,54,44,60,3,6,6,13,2,9,29,3,11,17,1,59,6,15,23,2,0,15,18,14,0,0,0,9,3,6,144,115,303,461,256,311
"G1701590","Illinois","17","170","Richland County","159","1590",16805,17512,16442,15852,15795,11,0,17,47,78,8,16,24,20,23,1,6,8,8,5,1,2,2,32,24,0,6,7,13,32,0,0,6,3,10,0,0,0,0,0,3,45,39,73,111,96,151
"G1701610","Illinois","17","170","Rock Island County","161","1610",158732,151813,133428,127742,120382,7309,9650,10488,11260,13289,146,336,346,378,384,71,42,57,63,46,40,59,102,149,176,37,147,111,134,168,25,152,136,127,114,16,0,8,6,4,358,3769,4047,6683,8455,2781,4458
"G1701650","Illinois","17","170","Saline County","165","1650",24992,27526,25452,25166,23178,681,829,931,1085,995,16,46,63,72,86,5,21,4,4,5,1,0,2,4,27,2,0,13,17,19,1,2,5,5,8,0,0,0,2,1,23,24,81,116,149,255,437
"G1701670","Illinois","17","170","Sangamon County","167","1670",153124,163158,162013,165179,165103,7847,11483,14364,18237,23335,63,321,285,357,373,69,67,73,84,87,55,278,241,432,685,44,82,145,232,347,24,84,169,211,249,8,2,4,12,9,101,614,1092,1855,2906,2294,4319
"G1701690","Illinois","17","170","Schuyler County","169","1690",8118,8349,7479,7103,7205,0,0,2,16,243,10,13,9,9,12,2,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,2,4,2,0,0,0,0,0,5,2,6,18,39,35,39
"G1701710","Illinois","17","170","Scott County","171","1710",6091,6125,5634,5507,5279,0,0,1,2,9,0,7,6,5,9,0,0,0,3,0,0,0,0,0,1,1,0,0,1,5,0,0,3,2,1,0,0,0,0,0,4,10,0,2,11,11,40
"G1701730","Illinois","17","170","Shelby County","173","1730",22567,23804,22190,22651,22045,3,32,14,35,50,9,27,27,30,42,5,6,4,6,1,0,3,0,9,8,0,0,13,16,27,1,4,1,8,8,0,0,0,0,1,4,47,12,41,53,95,126
"G1701630","Illinois","17","170","St. Clair County","163","1630",220768,191074,187866,173970,174458,63512,73588,71275,73666,82302,221,446,559,619,632,229,199,236,178,198,42,141,202,270,420,90,355,502,617,854,55,320,365,426,546,25,17,45,44,60,234,1391,1802,2898,4464,3303,6008
"G1701750","Illinois","17","170","Stark County","175","1750",7500,7357,6496,6245,5855,4,8,8,4,28,1,13,7,12,10,0,0,1,1,0,1,0,0,1,1,0,0,2,6,4,1,0,4,2,7,0,0,0,0,0,3,11,16,11,25,50,62
"G1701770","Illinois","17","170","Stephenson County","177","1770",46408,46631,44524,43733,41291,2378,2700,3081,3761,4275,11,78,58,71,83,17,5,17,20,13,11,18,35,41,35,1,4,42,64,68,2,29,59,53,51,0,0,1,5,11,33,71,235,476,678,748,1199
"G1701790","Illinois","17","170","Tazewell County","179","1790",118391,130968,122639,125142,130225,51,278,186,1131,1374,83,269,217,305,352,43,25,30,46,43,12,21,40,103,201,11,35,56,102,171,13,88,124,97,140,6,2,7,1,13,39,392,393,662,1128,874,1721
"G1701810","Illinois","17","170","Union County","181","1810",15872,17586,17313,17612,16880,153,111,122,150,156,8,35,34,64,95,4,0,6,8,6,1,0,2,2,10,6,0,16,17,19,1,1,6,6,4,0,0,0,1,1,26,32,120,239,368,191,267
"G1701830","Illinois","17","170","Vermilion County","183","1830",90979,87241,78956,72032,67323,5872,6632,7841,8882,10571,56,228,159,174,184,32,9,24,29,22,24,46,50,71,79,3,72,58,72,118,18,77,68,37,33,0,0,3,2,3,63,917,1098,1511,1514,1094,1770
"G1701850","Illinois","17","170","Wabash County","185","1850",12823,13564,12955,12660,11576,8,16,40,51,77,5,109,11,20,18,3,0,0,3,2,0,0,8,12,24,0,6,5,5,10,1,6,5,12,11,1,0,1,1,1,0,12,86,64,87,107,136
"G1701870","Illinois","17","170","Warren County","187","1870",21194,21321,18630,17910,16165,329,392,356,298,303,7,46,20,31,42,22,11,22,10,5,2,5,4,7,20,0,2,4,9,7,4,10,10,17,20,0,0,2,0,4,37,156,133,244,855,206,286
"G1701890","Illinois","17","170","Washington County","189","1890",13745,15354,14856,14933,14376,12,52,46,50,101,5,18,31,33,16,10,2,4,5,2,1,0,4,2,14,1,6,5,7,12,1,0,1,3,0,0,0,0,0,0,5,40,18,35,78,79,114
"G1701910","Illinois","17","170","Wayne County","191","1910",16980,17984,17141,16930,16427,5,9,9,26,42,10,20,31,32,32,4,8,5,3,2,0,0,4,18,28,2,6,5,6,13,1,2,5,6,11,0,0,1,1,1,2,30,40,35,75,92,126
"G1701930","Illinois","17","170","White County","193","1930",17242,17683,16397,15097,14393,39,78,41,40,56,15,59,37,49,44,4,16,0,0,0,0,0,0,0,9,1,4,3,5,11,3,0,2,3,4,0,0,6,0,0,8,24,36,42,41,131,105
"G1701950","Illinois","17","170","Whiteside County","195","1950",62348,63421,57135,56294,53923,309,295,417,616,781,41,102,83,141,166,20,10,26,11,8,5,39,15,45,41,14,57,26,52,54,6,13,28,27,39,4,6,1,0,3,130,2027,2455,2582,2181,856,1295
"G1701970","Illinois","17","170","Will County","197","1970",231469,282189,303420,411027,514664,17028,31484,38361,52509,75743,268,557,675,954,1677,110,145,209,291,342,66,317,524,1593,3716,71,793,1387,2973,8191,63,389,390,919,1824,14,10,22,31,36,409,8576,12325,23512,55327,8186,15456
"G1701990","Illinois","17","170","Williamson County","199","1990",48189,55568,56135,58441,61542,758,786,1147,1527,2540,23,55,109,141,235,8,13,16,12,70,8,0,11,43,110,6,23,71,69,105,5,26,22,23,24,3,0,5,14,4,21,67,217,395,610,601,1098
"G1702010","Illinois","17","170","Winnebago County","201","2010",229865,225475,222439,229595,228652,15967,20823,23256,29317,36108,240,650,619,732,948,98,117,167,179,182,75,265,366,451,622,54,180,272,637,1027,28,299,407,443,500,11,29,17,24,30,285,3046,5370,11722,18714,5180,8323
"G1702030","Illinois","17","170","Woodford County","203","2030",27899,33094,32388,34928,37643,64,85,64,89,187,20,37,51,57,70,3,8,7,12,6,1,0,6,13,40,0,5,19,22,33,11,8,21,19,32,0,0,0,0,1,14,83,97,96,215,229,423
"G1800010","Indiana","18","180","Adams County","001","0010",26830,29100,30530,32720,33349,7,3,36,46,107,9,59,42,53,70,8,7,6,7,10,2,0,5,8,33,0,0,5,6,8,0,36,14,10,12,0,0,0,3,2,15,414,457,538,494,230,301
"G1800030","Indiana","18","180","Allen County","003","0030",260088,263841,264086,275697,281653,19298,25997,30314,37527,41618,297,583,880,1087,1215,109,88,146,189,183,153,222,334,541,727,113,167,247,389,679,49,228,255,306,397,27,27,40,36,61,321,3182,4534,9937,18126,5946,10447
"G1800050","Indiana","18","180","Bartholomew County","005","0050",56396,63496,61774,67271,68824,513,1025,1005,1310,1420,14,57,95,93,207,22,53,258,335,391,3,46,65,257,442,4,12,37,56,71,7,100,43,62,70,2,0,10,5,21,61,299,370,1334,4102,680,1212
"G1800070","Indiana","18","180","Benton County","007","0070",11249,10176,9389,9129,8489,9,4,6,20,42,4,9,16,8,11,0,0,0,0,0,0,0,0,4,7,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,29,30,123,200,130,101
"G1800090","Indiana","18","180","Blackford County","009","0090",15866,15538,13978,13823,12470,0,2,7,17,49,9,22,44,42,21,6,0,3,0,1,0,0,0,4,4,2,0,5,6,4,1,2,7,6,4,0,0,0,0,3,4,6,23,30,48,117,161
"G1800110","Indiana","18","180","Boone County","011","0110",30775,36193,37814,45149,53953,28,43,83,163,495,27,50,88,117,102,16,2,15,20,38,1,33,15,51,350,1,5,14,41,73,3,0,25,26,71,0,2,4,1,1,19,118,89,263,781,275,765
"G1800130","Indiana","18","180","Brown County","013","0130",9023,12327,13968,14682,14874,20,31,13,32,53,6,0,47,28,45,3,8,3,7,1,2,0,2,4,12,0,2,2,10,17,0,5,6,3,4,0,0,0,0,0,3,4,39,64,56,122,173
"G1800150","Indiana","18","180","Carroll County","015","0150",17716,19639,18720,19691,19500,1,17,19,40,48,6,30,22,31,37,2,0,1,0,1,0,0,0,6,8,3,0,0,2,6,1,0,2,2,1,3,0,0,1,0,2,36,45,282,354,108,198
"G1800170","Indiana","18","180","Cass County","017","0170",40092,40440,37765,38352,34385,284,345,330,527,578,20,41,135,120,196,6,7,14,15,10,20,17,23,39,40,15,13,30,38,53,6,0,5,5,3,3,0,4,0,7,10,73,107,1461,3079,366,610
"G1800190","Indiana","18","180","Clark County","019","0190",72355,83975,82289,87110,95961,3388,4289,4703,6393,7661,46,149,183,231,292,21,34,32,49,62,27,0,42,70,140,9,101,79,90,182,3,16,63,59,93,1,0,9,19,14,26,274,377,1076,3346,1349,2462
"G1800210","Indiana","18","180","Clay County","021","0210",23784,24707,24522,26127,26303,129,133,113,88,87,7,5,36,61,50,8,12,4,7,1,1,5,0,8,12,4,0,3,5,9,0,0,6,4,6,0,0,0,2,7,0,0,21,69,170,181,237
"G1800230","Indiana","18","180","Clinton County","023","0230",30480,31337,30657,31962,30232,24,24,36,103,142,18,64,51,43,77,7,0,14,14,6,8,4,10,12,12,1,13,9,10,23,2,7,9,10,13,0,4,2,1,2,7,92,186,1445,2293,261,421
"G1800250","Indiana","18","180","Crawford County","025","0250",8018,9758,9868,10557,10438,0,17,9,17,24,11,38,25,40,34,2,3,4,3,1,0,0,0,1,3,2,0,1,6,11,0,2,2,1,0,0,2,4,0,8,0,0,1,51,62,66,120
"G1800270","Indiana","18","180","Daviess County","027","0270",26450,27714,27372,29080,30077,123,41,99,134,172,9,50,26,58,68,6,20,9,3,7,1,5,3,13,16,5,0,2,26,21,0,0,2,10,9,1,0,0,1,5,7,6,20,323,930,163,341
"G1800290","Indiana","18","180","Dearborn County","029","0290",29182,33873,38440,45216,48780,202,210,252,287,300,20,62,47,68,82,12,3,14,7,18,6,0,6,17,31,4,25,14,23,50,1,29,11,21,18,0,0,2,1,6,3,89,49,149,267,314,490
"G1800310","Indiana","18","180","Decatur County","031","0310",22706,23789,23444,24186,25053,4,0,39,12,82,3,11,18,25,39,8,6,58,66,46,0,0,1,16,21,10,0,23,36,44,2,17,26,14,12,3,2,3,3,7,2,16,33,66,203,127,225
"G1800330","Indiana","18","180","DeKalb County","033","0330",30756,33334,35009,39381,40931,31,54,37,101,148,25,51,91,73,96,9,0,3,3,9,1,0,6,22,29,0,5,8,23,45,2,5,12,16,13,0,0,4,12,2,13,157,154,347,461,293,487
"G1800350","Indiana","18","180","Delaware County","035","0350",121894,119889,111232,107763,104872,6959,7709,7167,7977,8146,102,227,268,255,290,44,43,46,74,64,30,96,165,188,324,31,75,74,97,132,19,83,102,149,142,26,20,19,23,22,114,445,586,873,1181,1344,2473
"G1800370","Indiana","18","180","Dubois County","037","0370",30879,34125,36466,38698,39839,12,22,33,56,122,12,25,30,33,64,5,0,11,2,5,2,4,3,15,42,8,5,12,16,26,2,7,13,7,8,0,0,1,4,5,14,50,47,650,1407,186,369
"G1800390","Indiana","18","180","Elkhart County","039","0390",121725,130126,146505,157931,163792,4395,5632,7106,9551,11307,117,373,440,467,724,63,34,90,95,56,48,72,161,246,248,27,32,51,110,178,30,143,141,178,156,8,12,16,17,13,116,906,1688,10867,16083,3250,4925
"G1800410","Indiana","18","180","Fayette County","041","0410",25694,27625,25462,24862,23532,490,473,435,428,322,5,77,36,21,32,10,0,1,3,3,1,6,10,11,15,2,7,4,16,20,6,9,9,7,7,0,0,1,1,0,8,75,57,70,110,168,236
"G1800430","Indiana","18","180","Floyd County","043","0430",53457,58672,61415,66026,67408,2105,2288,2642,3126,3873,10,27,92,142,159,10,29,32,37,72,3,17,18,53,134,6,48,34,63,127,1,14,14,35,67,7,0,15,9,8,23,74,142,503,1171,814,1543
"G1800450","Indiana","18","180","Fountain County","045","0450",18216,18970,17726,17722,16802,3,0,4,19,28,19,10,25,36,50,12,15,14,3,4,0,0,0,9,10,2,3,6,4,10,1,6,2,2,3,0,0,1,0,1,4,29,30,63,154,94,175
"G1800470","Indiana","18","180","Franklin County","047","0470",16926,19543,19496,21934,22703,4,2,10,7,37,9,8,34,31,33,1,2,3,2,2,0,0,0,10,19,0,12,8,18,19,1,0,5,7,5,0,0,0,2,1,2,45,24,33,86,104,181
"G1800490","Indiana","18","180","Fulton County","049","0490",16856,19065,18555,19734,19800,106,124,151,156,150,3,71,47,71,94,5,0,4,3,2,1,8,3,28,39,1,36,12,16,25,8,6,4,7,12,0,0,0,5,2,4,25,64,239,479,246,229
"G1800510","Indiana","18","180","Gibson County","051","0510",29742,32436,31146,31350,31986,653,572,596,622,597,14,30,38,51,70,13,0,27,97,14,0,21,5,9,21,0,28,14,8,30,4,0,13,13,6,0,0,2,1,1,18,69,72,114,245,225,531
"G1800530","Indiana","18","180","Grant County","053","0530",79152,74624,67817,65495,61811,4512,5228,5047,5281,4888,108,263,295,299,224,39,8,31,21,14,23,15,69,68,69,23,34,55,65,105,8,18,46,38,55,1,5,8,8,5,89,739,801,982,1173,1120,1701
"G1800550","Indiana","18","180","Greene County","055","0550",26822,30315,30248,32691,32548,16,11,10,26,49,19,26,47,97,91,7,7,3,5,5,2,12,9,21,25,8,19,14,27,26,10,2,7,13,7,0,0,8,2,1,10,24,64,67,125,202,286
"G1800570","Indiana","18","180","Hamilton County","057","0570",54135,81190,106764,172475,242985,272,294,676,2806,9603,46,51,160,280,518,28,51,229,330,650,17,127,240,1439,3767,4,20,85,286,734,13,86,189,564,1248,1,2,4,25,48,16,206,589,2795,9936,1643,4910
"G1800590","Indiana","18","180","Hancock County","059","0590",35014,43633,45173,54527,66644,42,33,44,74,1452,13,39,58,85,146,15,13,21,20,42,1,0,28,37,85,3,6,22,33,106,1,41,47,55,89,0,17,2,8,4,7,157,132,196,537,346,871
"G1800610","Indiana","18","180","Harrison County","061","0610",20282,27045,29641,33769,38341,119,157,124,126,178,8,19,57,97,86,6,11,11,8,13,0,0,0,2,23,1,2,6,17,42,1,18,8,14,16,1,0,0,1,4,5,24,43,94,274,194,384
"G1800630","Indiana","18","180","Hendricks County","063","0630",53550,69217,74519,100664,131117,348,353,685,1162,7084,29,31,150,226,285,15,3,20,33,113,2,20,21,91,351,9,17,50,124,442,9,13,41,73,152,1,0,5,18,22,11,150,226,740,3503,910,2323
"G1800650","Indiana","18","180","Henry County","065","0650",52067,52620,47446,47520,47351,468,530,474,416,1070,19,63,78,71,66,16,32,11,12,15,4,0,12,24,31,6,5,5,10,18,1,18,17,11,13,2,0,1,0,3,20,68,95,178,297,261,590
"G1800670","Indiana","18","180","Howard County","067","0670",79365,81707,75420,76235,73284,3577,4257,4398,5563,5680,70,237,223,273,281,25,25,40,49,22,27,89,90,286,183,10,31,71,65,149,9,46,85,84,51,7,5,8,9,6,108,499,492,1093,1036,1269,2043
"G1800690","Indiana","18","180","Huntington County","069","0690",34864,35263,35012,37371,36062,24,64,52,69,160,54,121,154,150,138,13,0,5,4,16,3,28,19,35,41,0,0,8,19,19,3,26,15,8,21,1,0,0,0,1,8,94,162,153,242,257,419
"G1800710","Indiana","18","180","Jackson County","071","0710",33002,36226,37289,39736,40044,147,136,138,227,282,16,18,62,92,89,2,0,103,188,145,1,0,7,16,33,3,0,7,25,52,2,45,21,17,16,0,0,1,6,11,14,98,102,728,1144,288,556
"G1800730","Indiana","18","180","Jasper County","073","0730",20272,25879,24659,29434,32056,24,56,111,104,212,6,10,60,54,67,5,32,4,5,4,1,33,2,10,23,0,0,3,9,49,1,4,17,10,12,0,0,2,0,1,120,124,102,212,706,205,343
"G1800750","Indiana","18","180","Jay County","075","0750",23479,23116,21313,21291,20619,63,57,30,55,60,12,16,32,31,23,7,4,25,33,27,0,5,10,16,5,0,0,8,9,22,1,0,6,1,2,1,0,1,0,0,12,41,87,205,303,160,192
"G1800770","Indiana","18","180","Jefferson County","077","0770",26562,29788,29181,30498,30876,388,470,363,461,542,18,50,55,65,66,9,13,43,48,39,9,18,11,31,64,4,17,22,31,42,1,0,13,12,12,1,0,4,2,3,14,63,105,191,360,355,419
"G1800790","Indiana","18","180","Jennings County","079","0790",19188,22639,23347,26852,27611,230,110,209,206,216,7,37,31,52,28,1,9,6,21,16,5,0,0,4,6,16,27,4,9,10,0,14,15,9,8,0,0,0,0,0,7,18,49,89,295,306,333
"G1800810","Indiana","18","180","Johnson County","081","0810",59188,75937,86455,111796,131140,1834,868,845,914,1578,37,114,138,193,300,19,5,143,133,163,23,23,100,281,323,19,28,68,130,235,10,73,79,99,124,0,25,2,7,14,8,167,279,884,3602,750,2139
"G1800830","Indiana","18","180","Knox County","083","0830",41117,41328,39107,37830,36475,350,321,486,728,1009,21,52,69,66,72,8,2,61,65,21,24,62,18,39,34,2,2,19,33,49,1,6,15,36,44,0,0,4,8,8,23,65,105,162,256,272,471
"G1800850","Indiana","18","180","Kosciusko County","085","0850",47917,58650,64058,70041,72188,123,225,309,445,572,9,106,110,166,227,21,33,24,16,19,14,75,45,92,149,1,2,50,68,87,8,59,51,43,52,0,5,5,3,5,34,400,642,2370,2983,788,1066
"G1800870","Indiana","18","180","LaGrange County","087","0870",20856,25474,29156,33770,35874,11,16,44,66,117,2,19,57,50,70,2,0,5,3,3,1,0,46,27,42,8,0,11,12,20,2,7,9,9,12,1,0,0,0,0,7,34,149,712,678,259,310
"G1800890","Indiana","18","180","Lake County","089","0890",431883,374410,334203,323290,319412,112014,126066,116688,122723,128263,441,801,845,1240,1600,198,161,204,145,123,145,356,292,415,1074,286,635,708,819,1464,82,466,441,479,514,22,63,33,45,47,1182,20007,22180,26272,31756,8979,11660
"G1800910","Indiana","18","180","LaPorte County","091","0910",97980,98852,96286,94972,93787,7037,8656,9580,11156,12001,120,217,252,314,289,35,44,17,30,30,4,33,28,61,119,36,76,86,113,119,26,75,79,53,57,5,3,3,7,7,99,676,735,1695,2493,1674,2543
"G1800930","Indiana","18","180","Lawrence County","093","0930",37899,42232,42536,44969,44905,102,41,109,178,186,19,44,88,115,156,5,19,10,5,9,0,6,9,22,52,3,61,24,35,57,1,14,8,7,15,0,0,1,2,3,9,55,51,212,235,359,510
"G1800950","Indiana","18","180","Madison County","095","0950",130175,128852,119734,119892,115452,8026,9670,9870,10511,10963,89,221,284,272,311,60,129,52,49,53,16,49,78,88,123,17,18,61,51,98,14,111,91,84,58,2,0,8,6,13,52,286,491,1009,2214,1352,2330
"G1800970","Indiana","18","180","Marion County","097","0970",655283,601190,615039,606502,566853,134486,155455,169654,207964,240975,572,1437,1640,1963,2822,420,500,824,713,567,489,843,1257,2321,3005,250,946,1157,1615,1826,141,860,1144,1431,1255,64,92,91,112,137,594,3910,6353,23362,60183,14119,25457
"G1800990","Indiana","18","180","Marshall County","099","0990",34811,38744,41508,43109,44000,65,53,76,136,220,12,39,71,118,110,7,4,13,12,5,1,0,23,31,48,5,19,35,34,43,4,10,25,15,21,0,0,0,3,2,81,286,431,1198,1868,455,720
"G1801010","Indiana","18","180","Martin County","101","1010",10906,10894,10321,10258,10164,24,0,12,16,10,0,20,14,11,28,10,9,4,3,4,0,0,0,5,9,20,39,3,4,10,2,10,5,0,3,0,0,1,3,0,7,29,9,14,26,54,77
"G1801030","Indiana","18","180","Miami County","103","1030",37924,38086,34784,33804,33876,991,998,1115,1084,1673,155,329,567,354,331,51,21,23,13,13,1,16,24,23,40,23,67,57,29,28,10,73,44,14,14,7,32,14,6,6,84,198,269,206,258,514,657
