GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B08AA1970,B08AA1980,B08AA1990,B08AA2000,B08AA2010,B08AB1970,B08AB1980,B08AB1990,B08AB2000,B08AB2010,B08AC1970,B08AC1980,B08AC1990,B08AC2000,B08AC2010,B08AD1970,B08AD1980,B08AD1990,B08AD2000,B08AD2010,B08AE1970,B08AE1980,B08AE1990,B08AE2000,B08AE2010,B08AF1970,B08AF1980,B08AF1990,B08AF2000,B08AF2010,B08AG1970,B08AG1980,B08AG1990,B08AG2000,B08AG2010,B08AH1970,B08AH1980,B08AH1990,B08AH2000,B08AH2010,B08AI1970,B08AI1980,B08AI1990,B08AI2000,B08AI2010,B08AJ2000,B08AJ2010
"G1801050","Indiana","18","180","Monroe County","105","1050",82497,94075,102752,109510,121109,1437,2641,2835,3615,4491,62,110,212,288,352,183,259,301,380,288,213,462,888,1052,2448,33,101,168,201,300,71,198,514,1100,1850,6,0,21,15,20,347,939,1287,2340,3594,1967,3420
"G1801070","Indiana","18","180","Montgomery County","107","1070",33681,35329,33971,36414,36309,181,53,201,288,327,10,49,67,63,98,13,2,22,31,20,11,34,15,28,63,9,0,19,18,27,10,4,17,13,20,1,0,2,2,4,14,30,122,492,784,269,471
"G1801090","Indiana","18","180","Morgan County","109","1090",44089,51800,55635,65749,67307,7,13,9,50,176,38,41,137,138,193,14,19,14,11,13,5,56,11,34,72,3,2,15,49,61,12,7,21,21,25,1,0,4,2,2,7,61,74,166,323,458,712
"G1801110","Indiana","18","180","Newton County","111","1110",11571,14742,13436,14177,13700,9,10,9,25,56,6,37,39,38,41,2,3,0,3,1,0,7,2,1,10,8,7,9,5,13,0,5,4,8,6,0,0,0,0,0,10,33,52,192,266,110,150
"G1801130","Indiana","18","180","Noble County","113","1130",31318,35171,37456,43490,43970,11,30,58,189,185,6,49,79,102,101,7,2,3,4,7,0,0,7,24,31,2,5,15,24,40,7,4,21,17,14,0,0,3,5,2,31,182,235,1969,2561,434,625
"G1801150","Indiana","18","180","Ohio County","115","1150",4223,5038,5255,5550,6012,58,54,41,27,22,2,5,8,7,12,0,5,1,0,1,0,0,1,0,6,5,5,4,5,7,1,2,2,2,1,0,0,0,1,0,0,5,3,4,23,27,44
"G1801170","Indiana","18","180","Orange County","117","1170",16827,18415,18213,18900,19245,126,214,127,122,170,8,25,38,56,58,5,0,1,2,0,0,2,0,7,11,1,0,4,9,33,0,2,5,6,2,0,0,0,0,1,1,19,21,59,82,141,234
"G1801190","Indiana","18","180","Owen County","119","1190",12128,15704,17167,21397,21129,21,38,44,55,65,8,49,46,80,69,3,0,5,7,6,0,2,2,9,13,1,2,1,4,21,0,2,5,7,5,0,13,1,0,1,2,31,10,46,69,179,190
"G1801210","Indiana","18","180","Parke County","121","1210",14564,16266,15222,16625,16671,28,43,118,370,397,4,47,42,40,62,2,0,10,4,6,0,0,0,5,5,0,0,2,8,8,0,5,4,9,8,0,0,0,2,1,2,11,12,46,79,129,99
"G1801230","Indiana","18","180","Perry County","123","1230",18967,19240,18819,18447,18557,84,15,210,274,471,9,49,25,28,32,7,13,3,4,20,0,0,1,6,16,1,6,4,4,12,0,3,5,0,5,0,0,0,2,3,7,20,40,37,70,95,150
"G1801250","Indiana","18","180","Pike County","125","1250",12261,13331,12469,12722,12610,14,34,3,13,39,1,53,16,15,26,1,0,1,0,1,0,0,1,1,7,0,33,8,10,9,2,0,1,3,2,1,7,4,1,2,1,7,6,21,46,50,102
"G1801270","Indiana","18","180","Porter County","127","1270",86745,118128,126329,139946,149995,160,295,454,1344,4894,63,216,237,307,470,37,8,79,106,77,29,95,103,202,487,23,127,245,282,382,5,58,108,136,156,10,32,4,5,4,42,857,1373,2496,4705,1944,3112
"G1801290","Indiana","18","180","Posey County","129","1290",21421,25988,25588,26511,25185,297,266,283,234,233,4,106,38,70,48,1,0,2,0,3,0,6,12,6,26,5,2,5,14,6,0,13,5,13,8,1,0,1,0,0,11,33,34,54,124,157,277
"G1801310","Indiana","18","180","Pulaski County","131","1310",12405,13165,12509,13415,13025,60,40,65,127,88,6,5,21,24,39,3,0,1,2,2,0,16,4,7,10,5,5,8,14,13,0,4,2,1,1,0,0,0,0,1,55,23,33,55,85,104,137
"G1801330","Indiana","18","180","Putnam County","133","1330",26401,28563,29196,34171,35449,490,492,826,1057,1505,7,35,77,111,89,11,16,57,56,76,2,0,14,33,72,2,8,14,20,29,3,13,18,15,23,0,9,3,5,7,16,27,110,220,286,321,414
"G1801350","Indiana","18","180","Randolph County","135","1350",28775,29824,26947,26869,25158,81,42,56,70,117,20,43,49,49,88,14,30,6,7,5,0,6,2,7,11,5,27,9,5,11,4,0,8,8,6,1,0,2,3,0,15,25,69,184,497,199,276
"G1801370","Indiana","18","180","Ripley County","137","1370",21103,24312,24501,26071,28132,4,6,16,13,69,4,24,44,84,50,13,4,4,8,8,0,6,4,13,26,6,7,17,27,19,3,35,4,11,6,0,0,2,0,2,5,4,24,178,247,110,258
"G1801390","Indiana","18","180","Rush County","139","1390",20137,19449,17901,17840,16945,183,108,142,109,132,16,26,15,28,30,4,0,25,58,13,0,0,0,2,12,0,0,12,12,12,2,2,8,7,12,2,0,4,3,0,8,19,22,52,99,149,136
"G1801430","Indiana","18","180","Scott County","143","1430",17105,20283,20850,22648,23667,6,8,16,11,57,6,8,23,36,43,1,0,4,3,18,0,0,2,5,14,20,65,32,17,38,1,13,5,6,15,1,0,0,0,5,4,45,59,110,142,124,178
"G1801450","Indiana","18","180","Shelby County","145","1450",37442,39432,39743,42254,42402,318,279,330,330,455,5,48,64,72,94,12,15,60,155,102,0,0,10,27,42,8,12,26,25,33,0,8,19,27,20,4,0,7,1,3,8,93,48,250,766,294,513
"G1801470","Indiana","18","180","Spencer County","147","1470",16938,19143,19295,19923,20295,168,135,111,123,96,5,37,37,35,35,2,8,2,5,4,0,0,1,4,14,0,18,9,11,23,3,5,8,8,12,0,0,0,1,0,18,15,27,162,300,109,166
"G1801410","Indiana","18","180","St. Joseph County","141","1410",225382,216259,216984,218706,209972,18587,21888,24190,30422,33958,289,465,840,882,1008,147,172,247,210,179,177,334,587,803,1331,55,74,234,322,507,60,287,310,398,631,13,33,33,42,39,335,2105,3627,8439,11490,5223,7710
"G1801490","Indiana","18","180","Starke County","149","1490",19179,21812,22446,22971,22683,44,56,73,53,66,8,69,86,54,75,11,5,9,6,5,0,2,1,10,8,7,11,8,14,12,2,2,6,5,7,0,0,1,0,0,29,40,117,193,212,247,293
"G1801510","Indiana","18","180","Steuben County","151","1510",19986,24389,27146,32281,33098,37,81,51,123,179,38,50,64,98,89,4,8,36,9,8,35,7,32,29,31,4,0,2,9,31,8,7,20,18,29,0,0,0,3,3,47,152,95,353,396,279,317
"G1801530","Indiana","18","180","Sullivan County","153","1530",19836,21051,18905,20470,20132,37,10,15,928,961,6,39,39,59,57,1,0,0,5,1,0,0,2,12,5,1,0,5,4,8,2,2,3,1,2,0,0,0,0,1,6,5,24,82,87,182,219
"G1801550","Indiana","18","180","Switzerland County","155","1550",6293,7108,7695,8954,10381,1,7,15,21,32,0,15,16,10,18,5,2,3,2,0,0,0,0,0,1,2,21,5,4,2,0,0,2,2,2,1,0,0,0,2,4,0,2,29,92,39,83
"G1801570","Indiana","18","180","Tippecanoe County","157","1570",107279,117439,122013,132354,145190,1035,1921,2660,3752,6913,94,151,311,364,435,128,268,813,568,425,397,675,1763,2323,4010,39,43,216,252,363,75,210,647,1031,1918,8,19,28,18,14,323,976,2147,6098,9580,2048,3772
"G1801590","Indiana","18","180","Tipton County","159","1590",16625,16703,15990,16303,15551,8,0,10,23,29,3,23,20,32,23,2,0,7,5,4,0,0,7,10,10,0,0,2,8,7,1,0,15,14,10,0,29,10,0,4,11,64,58,68,142,108,156
"G1801610","Indiana","18","180","Union County","161","1610",6545,6816,6915,7253,7331,30,8,20,17,33,2,16,15,18,23,3,3,0,0,1,0,0,0,0,1,0,15,9,8,6,1,0,4,2,2,0,0,3,0,6,1,2,10,17,33,32,79
"G1801630","Indiana","18","180","Vanderburgh County","163","1630",158188,154445,151216,153519,154882,10279,12089,12410,14078,16347,105,256,279,272,387,30,58,52,139,171,36,174,189,296,490,27,68,69,135,246,23,61,138,175,184,11,32,16,19,14,73,332,689,1268,2846,1969,4101
"G1801650","Indiana","18","180","Vermillion County","165","1650",16750,18160,16690,16518,15932,11,11,15,44,24,11,15,32,37,37,5,14,2,5,2,0,0,1,0,10,2,2,10,2,5,3,13,7,8,3,3,0,4,1,2,8,14,12,33,61,135,135
"G1801670","Indiana","18","180","Vigo County","167","1670",108722,104956,98411,95965,95207,5378,6047,5916,6392,7437,68,285,289,253,352,92,37,100,142,123,69,146,302,265,403,39,86,125,182,277,26,20,116,166,182,9,6,10,14,15,125,802,838,954,1431,1456,2386
"G1801690","Indiana","18","180","Wabash County","169","1690",35303,36149,34462,34045,31764,119,157,138,142,163,97,125,258,208,208,4,4,27,10,12,1,0,18,24,22,2,0,4,15,23,2,49,4,14,18,4,0,3,3,1,21,156,155,220,301,255,367
"G1801710","Indiana","18","180","Warren County","171","1710",8700,8952,8140,8342,8363,0,2,1,7,11,2,9,16,11,8,2,0,1,0,4,1,0,0,1,2,0,0,6,4,11,0,2,2,0,0,0,0,0,0,2,0,11,10,18,48,35,59
"G1801730","Indiana","18","180","Warrick County","173","1730",27754,40875,44274,51053,56700,186,293,371,525,803,15,103,82,70,122,1,8,17,38,67,2,14,20,58,124,7,38,27,46,132,0,76,40,46,67,0,0,1,7,6,7,67,88,241,864,286,793
"G1801750","Indiana","18","180","Washington County","175","1750",19252,21880,23625,26884,27714,2,9,23,36,64,13,28,28,34,56,5,0,1,9,11,0,0,0,7,14,4,4,7,13,24,2,0,4,6,4,0,0,5,1,1,0,11,24,74,125,157,241
"G1801770","Indiana","18","180","Wayne County","177","1770",75052,71718,67532,65436,62140,3835,3896,3795,3627,3418,63,151,149,123,167,56,32,39,53,55,11,35,38,41,81,27,13,49,63,104,11,7,35,33,31,1,2,7,11,8,53,204,307,677,1076,1013,1827
"G1801790","Indiana","18","180","Wells County","179","1790",23720,25278,25758,27136,26902,42,0,10,45,96,31,18,40,50,75,4,3,2,3,5,3,0,8,15,34,4,20,4,13,25,2,3,12,14,20,0,0,1,1,1,15,79,113,140,233,179,244
"G1801810","Indiana","18","180","White County","181","1810",20958,23779,23127,24054,23132,4,0,2,40,68,16,8,50,58,71,4,0,8,4,5,0,46,5,17,17,0,6,6,16,30,4,0,8,8,6,0,3,1,4,0,9,25,58,822,959,233,354
"G1801830","Indiana","18","180","Whitley County","183","1830",23354,26051,27473,30205,32479,5,16,29,57,99,12,98,72,91,91,8,4,6,6,9,0,0,3,20,34,1,14,7,12,25,1,8,9,3,5,0,0,4,6,1,14,24,48,112,170,176,378
"G1900010","Iowa","19","190","Adair County","001","0010",9468,9458,8377,8153,7558,4,0,1,6,11,8,3,5,6,3,0,0,0,0,1,1,0,0,0,0,0,0,3,2,7,4,2,5,7,4,0,0,0,0,1,2,46,18,29,43,40,52
"G1900030","Iowa","19","190","Adams County","003","0030",6318,5726,4847,4433,3953,1,0,3,3,8,0,2,7,18,19,1,1,1,1,1,0,0,0,0,1,1,2,1,2,3,1,0,1,5,9,0,0,0,0,0,0,0,6,2,13,16,22
"G1900050","Iowa","19","190","Allamakee County","005","0050",14926,15070,13791,14070,13750,6,0,5,21,113,11,2,21,25,36,6,0,0,0,0,2,0,0,0,2,2,0,2,5,19,3,0,17,13,7,0,0,0,0,0,12,36,19,434,315,103,88
"G1900070","Iowa","19","190","Appanoose County","007","0070",14830,15282,13582,13469,12586,156,123,79,58,63,11,63,26,21,32,3,7,5,10,3,3,0,12,3,3,0,0,0,6,14,2,0,10,10,9,0,0,1,0,1,2,36,28,45,41,97,135
"G1900090","Iowa","19","190","Audubon County","009","0090",9590,8550,7324,6773,6032,1,0,1,10,10,1,0,3,6,7,1,0,1,0,7,1,0,0,1,2,1,0,0,1,4,0,0,4,4,6,0,0,0,0,0,0,9,1,9,13,26,37
"G1900110","Iowa","19","190","Benton County","011","0110",22858,23517,22317,25015,25569,4,4,20,51,102,8,65,30,35,45,4,0,2,6,1,1,0,1,5,17,2,0,7,1,4,5,6,18,22,13,0,0,0,1,1,3,57,34,38,83,131,239
"G1900130","Iowa","19","190","Black Hawk County","013","0130",125776,127938,113656,113194,112215,6644,8733,8514,10179,11640,143,310,226,217,288,46,44,114,89,57,79,174,208,223,367,13,52,63,104,109,38,110,223,233,227,12,39,13,26,27,165,561,781,1807,3123,1911,2985
"G1900150","Iowa","19","190","Boone County","015","0150",26389,25932,25003,25838,25509,34,108,62,95,206,9,45,19,47,81,13,0,6,3,2,2,0,8,8,20,1,23,2,2,7,1,5,20,18,19,4,0,2,0,1,17,71,64,92,193,114,266
"G1900170","Iowa","19","190","Bremer County","017","0170",22625,24685,22580,22909,23601,64,20,70,112,191,11,27,11,11,16,6,10,34,22,22,2,6,8,13,26,7,0,11,17,21,5,5,23,29,30,0,0,2,0,0,17,67,74,65,127,139,231
"G1900190","Iowa","19","190","Buchanan County","019","0190",21694,22705,20695,20757,20505,14,54,38,57,67,4,36,24,42,30,1,0,5,4,4,0,0,2,23,5,10,0,10,7,9,2,4,9,14,35,0,0,0,0,1,21,101,61,73,74,114,227
"G1900210","Iowa","19","190","Buena Vista County","021","0210",20659,20674,19458,17962,16341,8,9,56,72,540,5,5,16,26,50,4,6,7,9,4,0,0,9,5,28,4,2,9,17,13,7,7,6,6,15,0,0,0,0,11,6,71,404,2014,2853,289,359
"G1900230","Iowa","19","190","Butler County","023","0230",16915,17588,15681,15145,14636,0,2,4,13,26,12,17,12,8,21,4,1,1,7,2,0,4,2,0,0,1,7,1,3,11,8,20,15,17,11,6,1,1,2,1,7,28,14,29,48,81,111
"G1900250","Iowa","19","190","Calhoun County","025","0250",14256,13491,11433,10899,9526,16,17,30,77,22,7,6,11,18,19,1,4,2,1,1,0,0,3,1,4,3,2,2,5,6,1,2,6,6,3,0,0,0,0,1,3,20,21,45,27,58,60
"G1900270","Iowa","19","190","Carroll County","027","0270",22888,22881,21325,21178,20250,1,0,7,38,83,2,36,19,20,24,1,0,3,2,1,2,6,5,18,24,2,0,16,19,12,9,7,16,17,24,0,0,0,0,0,7,21,32,56,211,66,186
"G1900290","Iowa","19","190","Cass County","029","0290",16983,16850,15074,14513,13636,5,2,9,31,35,11,15,22,18,22,4,0,1,1,0,0,0,0,1,4,1,0,4,7,5,1,0,7,5,3,1,0,0,0,2,1,65,11,58,155,50,86
"G1900310","Iowa","19","190","Cedar County","031","0310",17631,18466,17274,17909,18090,3,2,16,34,52,7,42,16,30,29,3,0,4,5,7,1,0,0,4,11,2,13,5,18,13,1,11,21,14,31,1,0,2,0,3,6,101,43,66,65,103,197
"G1900330","Iowa","19","190","Cerro Gordo County","033","0330",48968,47862,45738,44711,41964,241,111,303,373,578,13,70,35,74,89,11,2,13,15,11,16,13,32,54,88,9,0,23,26,35,17,27,75,78,48,2,10,5,4,0,58,363,509,557,616,541,716
"G1900350","Iowa","19","190","Cherokee County","035","0350",17248,16217,14000,12817,11667,3,0,20,41,66,12,17,37,21,32,1,2,2,4,5,0,0,1,4,6,2,0,4,4,14,0,0,12,21,20,0,0,0,0,5,3,2,22,68,150,52,105
"G1900370","Iowa","19","190","Chickasaw County","037","0370",14947,15412,13264,12931,12119,4,6,4,7,41,7,9,2,4,10,8,0,7,4,8,0,0,0,1,6,1,6,1,9,20,0,4,5,9,4,2,0,0,0,0,0,0,12,46,171,79,60
"G1900390","Iowa","19","190","Clarke County","039","0390",7573,8572,8252,8826,8758,1,0,3,10,39,0,0,8,30,29,1,0,0,0,2,0,0,0,1,8,0,0,5,10,11,2,0,14,13,5,0,0,0,0,0,4,40,5,190,345,53,89
"G1900410","Iowa","19","190","Clay County","041","0410",18433,19365,17449,17039,16077,3,0,8,30,69,15,44,31,16,38,3,0,0,5,2,0,0,4,18,10,0,0,3,12,13,0,18,13,39,24,1,0,2,2,0,9,149,75,110,242,95,187
"G1900430","Iowa","19","190","Clayton County","043","0430",20573,20919,18996,18478,17731,6,5,6,26,61,10,98,16,40,20,6,3,2,0,0,0,0,0,1,8,0,2,2,6,13,7,32,23,10,8,0,0,0,0,7,4,39,9,37,133,77,148
"G1900450","Iowa","19","190","Clinton County","045","0450",56225,56242,49882,48079,46152,378,516,732,946,1291,67,122,123,110,117,13,19,19,13,8,19,68,18,30,54,0,2,42,48,32,10,15,56,65,68,4,0,0,1,4,33,138,168,301,480,540,899
"G1900470","Iowa","19","190","Crawford County","047","0470",18734,18775,16569,15773,14168,18,16,59,129,208,7,11,32,47,59,6,2,3,2,0,0,0,0,12,5,2,0,7,2,5,2,4,16,21,8,0,6,6,1,1,11,121,83,824,2356,131,279
"G1900490","Iowa","19","190","Dallas County","049","0490",25991,29421,29534,38609,60971,59,4,63,300,918,13,22,42,55,125,9,2,6,22,37,0,2,7,34,242,3,0,8,20,70,1,2,17,39,153,2,2,3,13,10,7,58,75,1301,2573,344,1009
"G1900510","Iowa","19","190","Davis County","051","0510",8181,9098,8246,8400,8614,9,0,2,15,7,0,0,25,17,18,1,0,0,0,0,1,0,1,0,0,0,0,0,1,11,1,0,1,4,6,0,6,2,1,0,14,0,35,33,26,69,68
"G1900530","Iowa","19","190","Decatur County","053","0530",9677,9717,8197,8381,8068,13,48,35,85,152,1,17,16,19,32,2,0,11,10,2,5,0,8,13,10,11,2,5,6,9,5,2,11,12,15,8,0,5,7,11,15,8,50,55,68,97,88
"G1900550","Iowa","19","190","Delaware County","055","0550",18750,18847,17959,18271,17507,6,6,11,13,48,3,9,15,16,18,3,0,2,1,3,1,0,1,9,11,0,0,0,0,4,3,0,12,11,17,0,0,1,0,0,4,71,34,26,41,55,115
"G1900570","Iowa","19","190","Des Moines County","057","0570",46016,44759,40809,39679,36704,798,1011,1327,1511,2048,41,91,67,97,97,19,8,12,9,13,4,0,27,42,56,20,39,24,44,49,11,30,64,52,43,2,0,6,4,10,71,265,278,403,361,501,931
"G1900590","Iowa","19","190","Dickinson County","059","0590",12550,15561,14830,16244,16386,0,13,16,29,29,5,17,21,32,13,3,0,1,3,4,0,0,8,11,25,0,0,4,2,7,2,5,8,13,16,0,0,0,0,4,5,33,21,18,58,70,125
"G1900610","Iowa","19","190","Dubuque County","061","0610",90359,92914,85367,86531,88092,112,313,354,767,2486,24,61,73,121,172,25,17,84,47,34,29,84,69,90,135,8,73,59,77,119,14,35,67,98,91,5,0,5,19,14,33,248,325,703,1263,677,1217
"G1900630","Iowa","19","190","Emmet County","063","0630",13975,13235,11484,10738,9591,14,10,19,26,65,4,2,10,27,64,2,0,1,2,0,1,53,1,0,8,2,0,9,8,15,1,2,7,7,7,0,0,2,0,1,10,34,36,155,388,60,158
"G1900650","Iowa","19","190","Fayette County","065","0650",26788,25251,21673,21505,20253,75,43,48,116,198,5,0,16,26,18,11,4,3,7,4,1,6,1,26,29,1,0,6,5,11,0,23,18,23,16,0,0,0,1,1,17,161,78,126,154,170,193
"G1900670","Iowa","19","190","Floyd County","067","0670",19831,19508,16953,16581,15620,4,2,8,39,203,8,2,13,12,23,4,0,4,3,3,0,2,0,1,11,1,0,10,31,179,1,33,24,17,9,1,0,0,0,1,10,50,46,110,128,101,125
"G1900690","Iowa","19","190","Franklin County","069","0690",13228,12904,11253,10160,10001,9,24,6,9,38,3,5,7,25,20,0,0,0,1,1,0,0,0,0,7,0,19,1,4,9,8,5,10,9,2,0,0,1,0,0,7,79,86,439,433,57,169
"G1900710","Iowa","19","190","Fremont County","071","0710",9266,9355,8177,7851,7212,2,9,4,3,39,2,11,9,19,23,2,2,6,3,1,0,2,2,4,1,1,0,0,3,9,1,0,4,3,5,1,3,3,0,0,7,19,21,83,83,41,67
"G1900730","Iowa","19","190","Greene County","073","0730",12698,12042,9994,10175,9108,6,3,5,15,26,2,7,10,13,20,3,0,4,1,5,0,42,0,3,10,3,0,4,5,3,3,0,3,7,8,0,0,0,0,2,1,25,25,80,87,65,62
"G1900750","Iowa","19","190","Grundy County","075","0750",14107,14343,11986,12242,12269,4,0,7,10,28,0,7,9,3,4,3,0,2,0,1,0,0,0,7,5,0,9,3,9,1,3,4,14,14,10,1,0,0,0,4,1,3,8,25,43,59,87
"G1900770","Iowa","19","190","Guthrie County","077","0770",12226,11957,10883,11195,10687,4,3,7,14,16,8,3,19,6,21,4,7,1,2,2,0,0,0,4,8,1,5,2,1,3,0,2,11,4,4,0,0,0,0,3,0,6,12,58,100,69,103
"G1900790","Iowa","19","190","Hamilton County","079","0790",18359,17779,15902,15898,14703,5,2,9,38,50,1,17,20,32,30,5,2,2,4,3,2,0,4,12,20,2,0,3,3,11,0,6,9,16,8,0,0,0,1,0,9,56,122,302,627,128,214
"G1900810","Iowa","19","190","Hancock County","081","0810",13198,13823,12524,11822,10957,2,0,1,11,56,7,2,5,12,16,0,0,0,2,1,0,0,0,2,4,2,2,2,3,10,5,3,10,7,8,0,0,0,0,0,13,3,96,186,183,49,106
"G1900830","Iowa","19","190","Hardin County","083","0830",22126,21613,18844,18274,16799,60,104,117,116,217,17,36,24,21,42,2,2,6,2,2,1,0,6,8,30,3,6,4,13,13,8,0,20,16,13,0,2,7,1,1,31,13,66,263,226,95,191
"G1900850","Iowa","19","190","Harrison County","085","0850",16223,16315,14649,15460,14658,6,22,10,13,25,6,3,15,30,41,1,0,2,1,8,0,0,0,4,8,0,0,5,4,10,0,0,8,11,12,0,0,0,0,0,4,8,41,39,39,100,126
"G1900870","Iowa","19","190","Henry County","087","0870",17985,18649,18710,19274,18557,91,109,211,302,447,12,25,44,46,61,4,3,26,5,4,3,0,9,30,66,0,8,6,9,19,3,21,27,18,18,0,0,1,1,0,16,75,192,419,633,217,323
"G1900890","Iowa","19","190","Howard County","089","0890",11423,11085,9768,9839,9380,2,1,5,11,25,2,12,7,10,10,13,5,0,0,0,0,0,0,0,6,1,0,1,1,5,0,0,14,13,9,0,0,2,0,0,1,11,12,11,50,42,81
"G1900910","Iowa","19","190","Humboldt County","091","0910",12504,12185,10701,10239,9418,2,17,9,11,44,1,7,15,6,14,3,0,0,0,2,0,0,0,0,5,2,0,6,5,8,0,0,6,5,6,0,0,0,9,0,7,37,19,57,214,49,102
"G1900930","Iowa","19","190","Ida County","093","0930",9184,8899,8331,7760,6957,4,2,1,8,17,1,0,5,4,12,0,0,1,2,3,0,0,1,0,0,0,2,1,3,3,0,0,11,12,5,0,0,0,0,0,1,5,14,14,50,33,41
"G1900950","Iowa","19","190","Iowa County","095","0950",15410,15373,14566,15467,16002,3,13,7,27,57,3,2,11,10,25,1,0,0,0,0,0,0,1,5,10,0,7,0,6,16,0,14,10,11,6,0,0,0,4,0,2,20,35,81,113,60,123
"G1900970","Iowa","19","190","Jackson County","097","0970",20794,22416,19867,20085,19339,6,6,16,20,61,6,23,23,23,40,10,3,2,3,2,1,0,0,0,5,12,0,7,11,18,4,26,8,3,6,4,0,2,2,1,2,29,25,54,169,95,205
"G1900990","Iowa","19","190","Jasper County","099","0990",35322,36238,34446,36313,35639,55,61,65,309,470,8,31,58,72,100,12,5,11,9,4,2,0,16,17,24,0,20,9,13,20,8,27,52,44,24,0,0,1,2,2,18,43,137,191,229,231,326
"G1901010","Iowa","19","190","Jefferson County","101","1010",15612,16016,16027,15537,14759,122,102,93,104,214,5,79,22,24,31,8,6,23,19,8,3,0,38,44,97,2,5,11,18,32,2,33,11,13,16,0,0,1,3,0,20,75,84,268,1409,147,268
"G1901030","Iowa","19","190","Johnson County","103","1030",70888,78514,89649,100051,112083,552,1272,1979,3223,6305,46,114,162,275,279,86,142,275,276,249,265,528,1469,1630,2394,59,34,140,173,242,86,83,813,916,1156,5,57,17,13,9,140,973,1615,2676,5086,1677,2965
"G1901050","Iowa","19","190","Jones County","105","1050",19764,20233,19056,19549,19901,77,103,299,361,408,16,32,35,59,49,3,2,2,1,5,0,0,0,11,17,1,0,5,2,27,2,3,9,13,11,0,0,0,0,0,5,28,38,63,96,157,123
"G1901070","Iowa","19","190","Keokuk County","107","1070",13921,12845,11565,11286,10339,3,5,6,8,50,6,29,19,12,14,2,0,0,1,0,0,0,0,3,2,0,0,0,0,7,0,0,6,2,1,1,5,0,0,0,10,37,28,46,36,41,62
"G1901090","Iowa","19","190","Kossuth County","109","1090",22899,21776,18463,16950,15223,5,0,8,19,44,8,28,7,21,20,5,5,1,4,1,0,0,0,2,10,2,8,7,7,9,6,26,12,13,15,0,0,2,1,0,12,48,91,84,100,58,120
"G1901110","Iowa","19","190","Lee County","111","1110",41835,41234,36990,35862,33537,1033,1131,1112,1066,1118,31,115,60,91,66,11,0,5,6,8,5,9,19,21,28,4,58,24,27,41,2,103,24,30,26,1,0,5,2,2,74,456,448,474,336,461,694
"G1901130","Iowa","19","190","Linn County","113","1130",160834,165489,163164,179999,191884,1807,2962,3334,4919,8346,165,235,359,391,546,79,55,126,102,132,74,121,168,317,552,33,77,105,171,296,27,157,268,347,411,6,5,14,16,31,188,674,1229,2605,4009,2759,4933
"G1901150","Iowa","19","190","Louisa County","115","1150",10663,11905,11206,11441,10272,1,4,86,31,60,1,31,36,22,32,2,6,1,1,1,2,0,0,2,3,0,0,4,7,10,0,6,10,5,4,0,0,0,0,7,13,103,249,567,824,107,173
"G1901170","Iowa","19","190","Lucas County","117","1170",10151,10237,9004,9275,8769,2,6,4,12,17,1,18,20,9,14,2,0,1,2,2,1,0,0,0,4,1,0,4,1,2,0,0,6,6,2,2,0,0,0,0,3,52,31,55,32,61,54
"G1901190","Iowa","19","190","Lyon County","119","1190",13330,12872,11896,11661,11340,1,0,2,11,10,1,2,15,15,9,4,0,2,1,3,0,0,2,0,6,1,0,3,4,3,2,0,4,3,1,1,0,0,1,0,0,22,28,22,139,43,70
"G1901210","Iowa","19","190","Madison County","121","1210",11543,12562,12402,13818,15376,3,0,5,12,46,9,13,37,37,25,2,0,1,1,2,0,0,4,2,5,0,0,4,8,14,0,0,3,9,1,0,0,1,2,1,1,22,26,33,69,96,138
"G1901230","Iowa","19","190","Mahaska County","123","1230",22048,22514,21254,21710,21428,73,100,42,142,254,17,30,16,38,59,9,14,7,27,27,7,6,10,10,18,4,0,4,29,64,4,3,27,27,17,0,0,2,2,3,15,200,160,166,259,174,246
"G1901250","Iowa","19","190","Marion County","125","1250",26168,29337,29550,31237,32203,141,125,104,134,225,8,48,41,52,58,3,12,8,9,4,7,0,5,19,49,1,14,35,66,61,7,14,58,26,39,3,0,2,4,1,14,119,198,279,314,206,345
"G1901270","Iowa","19","190","Marshall County","127","1270",40705,40899,37472,35551,36071,257,256,279,365,679,44,68,104,124,183,12,22,17,10,3,7,0,24,26,52,4,29,25,33,46,11,54,54,39,35,1,0,5,4,6,35,324,296,2576,2735,558,830
"G1901290","Iowa","19","190","Mills County","129","1290",11578,13350,13110,14251,14639,11,20,22,41,57,6,13,28,35,49,0,0,1,7,6,1,0,0,0,2,1,11,2,13,11,2,0,8,12,17,0,0,3,2,9,7,12,28,61,100,120,165
"G1901310","Iowa","19","190","Mitchell County","131","1310",13086,12313,10896,10795,10621,6,0,2,19,21,1,6,1,8,10,1,6,2,1,2,1,0,0,0,5,3,0,0,0,3,0,2,13,10,9,0,0,0,0,1,10,2,14,18,50,23,54
"G1901330","Iowa","19","190","Monona County","133","1330",12052,11643,9982,9854,8972,0,0,5,8,33,3,25,26,73,97,11,5,2,0,0,0,0,1,4,4,0,0,1,6,10,0,0,3,1,3,0,0,0,4,0,3,19,14,9,34,58,90
